public_reference,mileage,standard_colour,standard_make,standard_model,vehicle_condition,year_of_registration,price,body_type,crossover_car_and_van,fuel_type
1PXO4T1W,225363,White,Honda,Civic,Certified Used,2022,34001,Convertible,True,Petrol
HE3VKLXJ,17193,Green,Honda,Accord,Used,2019,39053,Convertible,True,Electric
JCZ0Y8F1,174084,Grey,Audi,A6,Used,2023,28865,SUV,False,Diesel
FU0VQKS5,216854,Black,Hyundai,Sonata,Used,2005,20215,Sedan,False,Hybrid
S8J37JGC,200819,Silver,Nissan,Sentra,Certified Used,2002,24990,Coupe,True,Hybrid
L5N2QIUF,39330,Black,Audi,A6,Used,2004,33569,Coupe,True,Petrol
G5PVPQVI,235584,Orange,Audi,A4,New,2023,37050,Truck,True,Diesel
ALL47OGS,9733,Yellow,BMW,X5,Used,2019,40229,Convertible,False,Hybrid
DO6NQ3OF,19709,Red,Nissan,Altima,Certified Used,2013,47742,Convertible,False,Electric
RCQ52161,65582,Black,Toyota,Corolla,Certified Used,2008,40593,SUV,False,Petrol
L87O24ZK,100542,Silver,Nissan,Rogue,New,2004,40800,Sedan,True,Electric
Y0MWFFW8,192609,Green,Hyundai,Elantra,Used,2014,27728,Hatchback,True,Electric
VAHL3I0I,159050,Black,Chevrolet,Silverado,Used,2002,23377,Convertible,True,Electric
7OHMM9FS,241833,Red,Chevrolet,Malibu,Used,2011,20203,Coupe,False,Diesel
8EHYUVPM,167084,Brown,Hyundai,Sonata,Certified Used,2011,33822,Truck,False,Hybrid
70YWBF0W,94411,White,Ford,Focus,Certified Used,2019,41512,Coupe,True,Petrol
TIQQNIVJ,152298,Orange,Nissan,Rogue,Used,2003,24510,Hatchback,True,Petrol
K5QNNC12,206921,Yellow,BMW,X5,Certified Used,2018,33462,SUV,True,Diesel
OD59QKC1,189452,Orange,Hyundai,Tucson,Used,2005,24217,Hatchback,True,Petrol
5MME8G0W,80761,Grey,Audi,Q5,Certified Used,2016,42121,Coupe,True,Petrol
PR3K3YP8,80194,Red,Chevrolet,Silverado,New,2018,50380,SUV,False,Petrol
B1HISSBV,22087,Yellow,Toyota,Corolla,Used,2002,34421,Truck,False,Petrol
G1Z7Y8IR,158155,Grey,BMW,3 Series,Used,2020,32752,Coupe,True,Electric
J1T3V20I,161660,Black,Honda,CR-V,Used,2016,29690,Sedan,False,Hybrid
IUXUH4YM,130744,Black,Kia,Optima,Certified Used,2009,35446,Sedan,True,Hybrid
129XDT7M,66494,Black,BMW,5 Series,New,2004,47183,Hatchback,False,Petrol
I28X0PIA,225905,Grey,Honda,Civic,Used,2002,20228,Convertible,True,Hybrid
4YTIZV2X,87877,Brown,BMW,5 Series,Used,2003,31760,Hatchback,False,Diesel
JTNMAP51,152488,Grey,Nissan,Sentra,New,2015,42870,SUV,True,Hybrid
KVMEOZ95,162683,White,Kia,Sportage,Used,2018,30646,Convertible,True,Petrol
9Q1NJ3LY,240047,Green,Volkswagen,Passat,Used,2023,26025,SUV,True,Diesel
AB67WDCX,180537,Orange,Ford,Focus,New,2009,37663,Sedan,True,Hybrid
BL0DWIHS,110899,Yellow,Ford,F-150,New,2011,43835,Truck,False,Petrol
XTCEQEQQ,189451,Grey,Volkswagen,Tiguan,Used,2002,22373,Sedan,True,Hybrid
DP6UVMQP,131130,Red,Toyota,Camry,Certified Used,2009,35399,Convertible,True,Electric
0RKISK9E,56821,Blue,Chevrolet,Silverado,Used,2016,36680,Hatchback,False,Hybrid
DAZ355YS,126971,Green,Nissan,Sentra,New,2003,38412,Coupe,False,Diesel
W5APHYLZ,121508,Orange,Hyundai,Sonata,Used,2007,30504,SUV,True,Diesel
P0GSNBTC,21922,Black,Hyundai,Elantra,Certified Used,2003,41348,Hatchback,False,Electric
9G894TVO,97500,Brown,Nissan,Rogue,Certified Used,2002,36099,SUV,True,Electric
0V5ENB8W,31963,Brown,Ford,Focus,New,2002,46208,SUV,False,Diesel
ZW1FYTKL,88488,Red,Chevrolet,Malibu,Used,2004,28556,Coupe,False,Diesel
CGFIBTJ8,163842,Grey,Nissan,Sentra,Used,2017,31400,Convertible,True,Hybrid
41C9FJWA,74637,Grey,Hyundai,Elantra,Used,2001,29898,Truck,True,Diesel
RGDL4266,112195,Brown,Honda,Civic,Used,2024,33752,Hatchback,False,Petrol
KQC074JW,201899,Orange,Chevrolet,Equinox,Certified Used,2000,25625,Truck,False,Hybrid
U3D4KANN,212818,Green,Ford,Escape,New,2013,36576,Coupe,True,Petrol
COHDO7MF,132071,Silver,Audi,Q5,New,2017,45579,Convertible,False,Diesel
667KUF68,245313,White,Hyundai,Tucson,Used,2022,26888,Convertible,True,Petrol
PZ2BI9Z3,77296,Blue,Audi,A6,New,2014,49774,Hatchback,True,Hybrid
AHSIK5FT,206435,Brown,Audi,A6,Used,2001,21513,SUV,False,Hybrid
5VJDII17,74639,Red,BMW,X5,Certified Used,2020,45278,Coupe,True,Petrol
S2U5DCDU,55460,Grey,Volkswagen,Golf,New,2012,50835,Sedan,False,Diesel
N4NVTMOK,176138,Brown,Volkswagen,Passat,New,2007,33973,Hatchback,True,Electric
D85UZR2F,178937,Brown,Ford,Focus,Used,2011,26823,Hatchback,True,Electric
7JF6GL1V,143591,Blue,Hyundai,Elantra,Certified Used,2006,31168,Convertible,False,Electric
QLU4JQPY,110453,Black,Chevrolet,Malibu,New,2004,42567,Convertible,True,Electric
FQFONKXT,37903,Brown,Chevrolet,Malibu,Certified Used,2011,44032,Hatchback,True,Electric
YAVZHKTS,8994,Orange,Hyundai,Tucson,Certified Used,2010,44804,Truck,False,Petrol
QLWKBF97,240902,White,BMW,3 Series,Used,2007,22238,Sedan,True,Petrol
YB2KEGW3,36144,Brown,Kia,Sorento,Used,2012,37729,Hatchback,True,Hybrid
3D6ZJ2AB,123043,Blue,Toyota,RAV4,Certified Used,2001,33085,Coupe,False,Petrol
I9M070Y7,20268,Grey,Audi,Q5,Used,2002,33599,Coupe,False,Petrol
Z5Q1WGKK,86717,Red,Nissan,Sentra,Used,2022,35528,Hatchback,False,Petrol
GNTL3T4E,116987,Orange,Ford,F-150,New,2008,40592,Hatchback,True,Hybrid
0YO1HD3H,191709,Orange,Kia,Sportage,Used,2000,23382,Truck,True,Hybrid
5MGGOOVM,61777,Black,Honda,Accord,Used,2015,34251,SUV,False,Petrol
81XOREJG,247691,White,Ford,Focus,Certified Used,2001,22494,Hatchback,True,Hybrid
E52HV8RP,52477,Yellow,Volkswagen,Golf,Certified Used,2023,48694,Sedan,False,Electric
IXVIPGVS,6691,Red,Volkswagen,Golf,New,2022,61810,SUV,False,Petrol
1ZXXUD7X,84785,Grey,BMW,5 Series,Certified Used,2006,38635,SUV,True,Petrol
SX1UDEAY,207076,Grey,Toyota,Camry,Certified Used,2007,28989,Hatchback,False,Hybrid
D9ICVK94,142417,Silver,Honda,Civic,New,2023,46039,Coupe,True,Electric
P70LNFU5,83742,Brown,Chevrolet,Malibu,Used,2008,30501,Truck,False,Petrol
H10W82IL,124948,White,Ford,Escape,New,2000,38201,Convertible,True,Petrol
FA6A1O8H,175936,Green,Nissan,Rogue,New,2002,35087,Hatchback,False,Hybrid
5526LJSB,93509,Brown,Kia,Optima,Used,2005,29843,Convertible,True,Petrol
DZ55NAC4,130882,Black,BMW,X5,Certified Used,2003,31189,Convertible,False,Electric
NDJ2Q7WZ,229653,Orange,Kia,Sportage,New,2019,36159,Sedan,False,Electric
OQKED792,71659,Brown,Volkswagen,Tiguan,New,2022,53702,Convertible,True,Hybrid
XSIQN571,102146,Yellow,Audi,A4,Certified Used,2006,36795,Convertible,False,Hybrid
JBT2JFGF,217677,Red,Volkswagen,Golf,New,2007,32866,SUV,False,Hybrid
N716D428,237355,Orange,Toyota,Corolla,Used,2020,25504,Coupe,True,Petrol
86677C7H,135388,Orange,Toyota,Camry,Used,2009,26971,Hatchback,False,Hybrid
RSMJYF44,223027,Red,Kia,Sorento,Used,2020,24697,Convertible,True,Petrol
1GPQG94M,196166,Orange,Toyota,Camry,Used,2013,24625,Sedan,False,Electric
L7YGMY5I,183991,White,Audi,Q5,Certified Used,2011,31600,Coupe,True,Hybrid
83VM1OE4,241656,White,Hyundai,Tucson,Certified Used,2000,22104,SUV,True,Hybrid
4BBTTC0E,176530,Yellow,BMW,3 Series,Certified Used,2003,27044,SUV,False,Hybrid
Q7A2QAK5,72049,Yellow,Volkswagen,Passat,New,2014,51397,Truck,True,Petrol
XTFIRWYP,25227,Brown,Kia,Sorento,Certified Used,2023,48921,Truck,False,Petrol
GFGV1SYN,62359,Green,BMW,5 Series,Used,2024,40891,SUV,False,Petrol
UVP6KT8G,246257,Black,Kia,Optima,New,2019,33901,Hatchback,False,Petrol
9K8MLNMF,10978,Black,Chevrolet,Equinox,New,2019,59527,Convertible,False,Electric
8V4SUPE8,86877,Brown,Audi,A4,Used,2000,30796,Sedan,False,Diesel
BO1U4Z5E,32694,White,Chevrolet,Silverado,Certified Used,2015,47147,Hatchback,False,Petrol
8G0Z1B7L,69955,Brown,Toyota,Camry,New,2013,50141,SUV,False,Petrol
8194K9MY,64589,Silver,Ford,Focus,New,2005,45772,Convertible,True,Hybrid
KTEMZHFQ,115704,Green,BMW,X5,Certified Used,2005,32932,Truck,False,Petrol
N5HZUAUO,175770,Orange,Hyundai,Sonata,New,2021,42444,SUV,False,Petrol
7FOW2IPI,241326,Yellow,BMW,X5,Used,2000,16207,Convertible,False,Diesel
Y4IMU8LX,77637,Blue,Ford,Escape,Used,2010,32801,Hatchback,True,Diesel
N0QUGERC,175953,Brown,BMW,X5,Certified Used,2019,36089,Sedan,False,Petrol
GU1NXUAS,51197,Brown,BMW,3 Series,Certified Used,2004,40287,Sedan,True,Diesel
XLP9FG4R,64624,White,Hyundai,Elantra,Certified Used,2011,42409,Sedan,False,Electric
V1SYQ99X,42921,White,Hyundai,Elantra,Used,2014,38745,Hatchback,True,Diesel
GQKB3TSZ,123073,Orange,BMW,X5,New,2021,48664,Convertible,False,Electric
ISNL3HQV,4046,Black,Nissan,Altima,Used,2005,37374,SUV,False,Petrol
QIR8JQA5,216134,Grey,Honda,Accord,Used,2013,24684,Sedan,False,Electric
TKIXRF3U,122770,Black,Kia,Sorento,Used,2008,30774,Truck,True,Electric
KG4FJJQZ,188174,Brown,Kia,Sportage,Certified Used,2022,36164,Truck,False,Petrol
29JDSQXI,128016,Grey,Toyota,Corolla,New,2002,36529,Sedan,True,Diesel
004MNUF2,133317,Grey,Audi,Q5,Used,2012,29918,Sedan,False,Petrol
DXJRJ91L,21466,Orange,Volkswagen,Passat,Used,2017,39536,SUV,False,Diesel
JIY5H0FR,46604,Black,Toyota,Camry,New,2016,53674,Sedan,False,Diesel
TN8V6BFO,74810,Blue,Hyundai,Sonata,Used,2012,35739,SUV,True,Hybrid
NSCN1MUF,58007,Green,Hyundai,Elantra,Certified Used,2009,42318,Convertible,True,Diesel
KVSTILHX,78377,Orange,Honda,Accord,Used,2001,31047,Hatchback,True,Petrol
T0WIPUPD,113999,Blue,Hyundai,Elantra,Used,2006,28121,Hatchback,True,Petrol
QACOBEZ4,95164,Blue,Nissan,Altima,New,2008,44640,Convertible,False,Diesel
IZ7GMODB,134494,Grey,Nissan,Rogue,Certified Used,2009,35145,Convertible,False,Electric
X192HM6F,154472,Orange,Hyundai,Tucson,New,2004,36644,Hatchback,True,Hybrid
1GVD4IOG,194079,Brown,Hyundai,Tucson,New,2014,37482,Coupe,False,Diesel
4UZSC2C3,124493,Green,Toyota,RAV4,New,2013,42516,Truck,False,Electric
KFSVMGLF,125241,Green,BMW,5 Series,Used,2018,33446,Truck,False,Petrol
EGRW1DTR,246806,Black,Chevrolet,Equinox,Certified Used,2012,25706,Coupe,True,Petrol
2UX1MYVA,82523,Yellow,Toyota,RAV4,Used,2002,28069,Coupe,True,Diesel
KJ2ZLXEK,122583,Silver,Toyota,Camry,Used,2013,30081,Hatchback,True,Hybrid
4519NPDR,168669,Black,Hyundai,Tucson,Used,2022,29865,Truck,True,Electric
L8HOLRX1,37767,Orange,Hyundai,Elantra,Certified Used,2021,47123,Hatchback,True,Hybrid
7RDUU6S1,137294,Red,Hyundai,Elantra,Certified Used,2005,34261,Sedan,True,Electric
9SOQHJIY,65533,Blue,Ford,Escape,Certified Used,2002,38570,Truck,False,Petrol
7U2W0PQ6,175287,Blue,Ford,F-150,Used,2019,28402,Sedan,True,Petrol
GLMC4S41,113996,Yellow,Kia,Sportage,Used,2014,30454,Hatchback,True,Diesel
MQVVCR00,241428,Silver,Ford,Escape,New,2020,37343,Hatchback,True,Hybrid
H8PFL6Y0,233278,Blue,Kia,Sportage,Certified Used,2013,30182,Hatchback,False,Hybrid
EYA3JD2U,132547,Grey,Ford,Focus,Certified Used,2004,33100,Truck,True,Electric
91Q70FRA,215928,Blue,Nissan,Sentra,Used,2006,20950,Truck,True,Petrol
C6BANINC,98806,Silver,Audi,Q5,Used,2010,33542,Coupe,False,Hybrid
YTNFACJS,153911,Silver,Toyota,RAV4,Certified Used,2021,39105,Convertible,True,Diesel
2QXH7Q24,13554,Red,Hyundai,Sonata,New,2020,59944,Hatchback,False,Petrol
RJDDFYGJ,203071,White,Volkswagen,Tiguan,Used,2007,21413,Sedan,False,Petrol
7IKEDKYJ,177784,Blue,Nissan,Sentra,Used,2023,30609,Coupe,False,Electric
WCA1H2OE,36706,White,Hyundai,Tucson,New,2011,50817,SUV,True,Electric
IOH4MQBI,199721,Green,Volkswagen,Passat,Certified Used,2003,26424,Hatchback,False,Diesel
DZZ6K2KE,211382,White,Honda,Civic,Used,2005,21255,Coupe,False,Electric
236VPKOE,232760,Yellow,Chevrolet,Equinox,New,2011,33786,Sedan,False,Electric
TM0K5F02,148780,Green,Honda,CR-V,New,2006,37055,Hatchback,True,Petrol
VX6BIEVS,246258,Grey,Honda,CR-V,Certified Used,2009,25571,Convertible,True,Petrol
PQERXCHQ,16208,Orange,Nissan,Rogue,Used,2007,37436,Sedan,True,Hybrid
7GVTC3D6,189306,Grey,Ford,F-150,Used,2000,23038,Sedan,False,Hybrid
NQO3ECT9,108676,Red,Audi,A6,Used,2015,33149,Truck,False,Diesel
B6R9Y6PF,50253,Red,Audi,Q5,New,2002,44654,Coupe,True,Diesel
RCUOTLS9,92852,Silver,Kia,Sportage,Used,2024,37444,Coupe,False,Electric
QWCWAHQZ,146513,Brown,Volkswagen,Passat,Used,2008,28941,Coupe,True,Hybrid
B549HSC7,217685,Black,Ford,Escape,Certified Used,2002,23430,Hatchback,True,Electric
LHIPFMI2,74834,Red,Kia,Sorento,Certified Used,2011,41849,SUV,True,Diesel
7SVQ4UWX,57894,Blue,Ford,Focus,Used,2023,39015,Truck,True,Petrol
JHEMBAAW,189969,Yellow,Chevrolet,Malibu,Certified Used,2008,28299,Truck,True,Petrol
MQRGYGAP,132054,Grey,Ford,Escape,New,2011,43358,Convertible,True,Electric
ODV0US3Z,128114,Red,Nissan,Sentra,New,2006,38395,Coupe,False,Hybrid
PEVIXAUR,203076,White,Ford,F-150,Used,2006,21633,Coupe,False,Petrol
HOGC4OCW,231384,White,Audi,A4,Used,2006,21978,Hatchback,False,Petrol
IOOCIDXB,201267,Silver,Hyundai,Elantra,New,2009,32801,Coupe,False,Electric
5JBGKBHM,97774,Orange,Kia,Optima,Used,2005,30840,Hatchback,False,Hybrid
Q6C1OQYC,19765,Brown,Ford,Focus,New,2001,50517,Convertible,True,Diesel
K9YZMA59,32342,Brown,Audi,A4,New,2022,56506,SUV,True,Electric
0TL28EIF,146731,White,Honda,CR-V,Certified Used,2012,34065,SUV,False,Electric
MWV2BYX6,123798,White,BMW,X5,Used,2003,29097,Sedan,True,Hybrid
WU0L4TQW,167869,Brown,Hyundai,Tucson,Used,2013,27109,Sedan,False,Diesel
XDEHSYAA,28150,Orange,Honda,Civic,Certified Used,2016,45989,Sedan,False,Petrol
NEQEPFA9,214629,Yellow,Volkswagen,Golf,Certified Used,2005,27967,Convertible,True,Petrol
VH51YXHV,164499,Red,Volkswagen,Golf,Used,2000,21631,Sedan,False,Diesel
GTE8XJ2J,25912,Blue,Toyota,Camry,Certified Used,2020,49144,Hatchback,False,Electric
WA0T5GFA,209998,White,Hyundai,Sonata,Used,2006,23694,Coupe,False,Diesel
65N628M1,153429,White,Kia,Sportage,New,2016,44291,SUV,False,Petrol
ID1IN6FZ,3063,Yellow,Honda,Civic,Used,2015,41250,Sedan,False,Electric
2S4NV6GW,151830,Black,Toyota,Corolla,New,2019,42690,Truck,True,Electric
E6K522UV,10997,Blue,Honda,CR-V,Used,2016,40741,Coupe,False,Petrol
NWUHZDW5,60961,Orange,Ford,Escape,New,2022,56194,Convertible,False,Electric
IIF9Z3UW,158713,White,Toyota,Corolla,Used,2005,26621,Convertible,False,Hybrid
ZTMCU6C9,44212,Yellow,BMW,5 Series,New,2008,48973,Sedan,False,Hybrid
WE4S09MU,237693,Silver,Kia,Sorento,Used,2006,19621,Convertible,True,Diesel
7GKAGTNJ,154768,Green,Hyundai,Sonata,New,2012,42293,Hatchback,False,Hybrid
OMEVMJ0K,31631,Red,Kia,Sportage,Certified Used,2012,46801,Truck,True,Diesel
VW5Y6KS5,127025,Brown,Toyota,RAV4,Used,2018,30496,Convertible,True,Diesel
WB7GAMOZ,203272,Red,Chevrolet,Silverado,Certified Used,2023,35920,Truck,True,Hybrid
JEFZUI3Q,126380,Brown,BMW,3 Series,Certified Used,2014,38466,Sedan,True,Diesel
JBIOLNDX,1697,Green,Hyundai,Tucson,Used,2010,37245,Hatchback,False,Electric
Z08P7FA2,119379,Red,Hyundai,Tucson,Certified Used,2001,31330,Hatchback,True,Diesel
N8CO0JBO,7400,Silver,Kia,Sorento,New,2011,55852,Coupe,False,Hybrid
JH780E4Q,83195,Green,Kia,Optima,Certified Used,2005,37843,SUV,True,Electric
WFTCD2WX,6945,White,BMW,3 Series,New,2003,50369,Convertible,True,Petrol
TE9CE0S2,29800,Silver,Hyundai,Sonata,Used,2001,32459,Coupe,False,Diesel
KMD17JFI,153900,Yellow,Nissan,Sentra,Used,2010,27097,Coupe,True,Diesel
JWBHPZ3N,67888,Black,Hyundai,Elantra,Used,2021,37597,Truck,False,Petrol
5G6MS1OU,217633,Yellow,Audi,A4,Certified Used,2013,29368,Coupe,False,Petrol
JHOB8E37,149672,Black,Kia,Sportage,Certified Used,2013,34938,Hatchback,False,Diesel
92GA00P3,64913,Silver,Ford,F-150,New,2001,43080,Convertible,False,Diesel
IS6SVF1H,149291,Grey,Volkswagen,Tiguan,Certified Used,2005,30803,Sedan,True,Diesel
02METSTK,71562,Blue,Toyota,Camry,Certified Used,2001,36176,Truck,True,Diesel
UUE5HUGR,127487,Black,Ford,F-150,Certified Used,2019,40865,Truck,True,Electric
6VEUNXSR,236144,White,Audi,A4,New,2020,35264,Sedan,True,Hybrid
9RK4FQ95,43175,Grey,Ford,F-150,Used,2019,40189,Coupe,True,Petrol
TGAJ4MK7,129275,Black,Audi,Q5,Used,2016,30761,Sedan,True,Electric
E5WRC2K9,192356,Blue,Audi,Q5,Certified Used,2011,30051,Coupe,False,Electric
51E9W5VB,122884,Green,BMW,5 Series,Certified Used,2012,36536,Sedan,False,Diesel
D3B9P3PQ,22200,Grey,Nissan,Sentra,New,2007,49740,Hatchback,False,Electric
LM463KFD,11697,Grey,Ford,F-150,New,2021,61095,Convertible,False,Electric
XGJXUT9G,223490,Green,Hyundai,Elantra,New,2015,36628,Coupe,False,Hybrid
0FK2B38S,233483,Brown,Chevrolet,Malibu,Used,2009,21930,Hatchback,False,Electric
QU0ANBI4,64033,Black,Hyundai,Elantra,Certified Used,2008,39980,SUV,True,Electric
V7GDZPLO,630,Blue,Kia,Optima,Certified Used,2022,50206,Sedan,False,Hybrid
SOF2UCQF,67347,Black,Ford,F-150,Certified Used,2023,47625,Sedan,True,Hybrid
SVZO7O01,245283,White,Toyota,Camry,Used,2013,20543,Sedan,True,Hybrid
WO7DTCDO,47657,White,BMW,5 Series,Used,2014,37425,Sedan,False,Electric
I5XLGV06,173804,Orange,Nissan,Altima,New,2022,45013,Sedan,False,Diesel
SANTDESJ,35696,Red,Honda,Accord,Certified Used,2001,37916,Coupe,True,Diesel
ISF1TTSH,83091,Blue,Nissan,Sentra,Used,2017,33984,Coupe,False,Electric
6JHNH3Z2,191330,Silver,Volkswagen,Passat,New,2007,33923,Convertible,True,Petrol
TBQ4XAZP,30932,White,Audi,Q5,Used,2004,32851,Coupe,False,Hybrid
ZURSM2P9,248533,Brown,Honda,Civic,Certified Used,2016,30120,Sedan,True,Petrol
ZJCOHR3L,199188,Red,Kia,Optima,New,2020,40066,SUV,True,Electric
I1WIDKI9,141956,Black,Nissan,Altima,Certified Used,2009,34938,Sedan,True,Petrol
8EGTRQZ7,62912,Red,Ford,F-150,Used,2018,36250,SUV,True,Electric
K8UR58L7,213155,Grey,Nissan,Altima,Certified Used,2012,30836,Hatchback,True,Electric
OCDLFP6U,99244,Black,Audi,A4,Used,2008,28904,Sedan,False,Petrol
PBZFN7G0,104792,Green,Ford,Focus,New,2021,49885,Truck,True,Electric
LWLTWWPW,242855,Yellow,Nissan,Rogue,Certified Used,2009,25882,Convertible,True,Electric
T9GTNO48,79863,Grey,Kia,Sorento,Certified Used,2022,43687,Hatchback,False,Electric
E3JCXLXV,207595,Silver,Hyundai,Sonata,Used,2006,21629,SUV,True,Hybrid
DHCPO260,123699,Brown,Nissan,Altima,Used,2008,28329,Truck,False,Hybrid
41OD9L3I,112842,Red,Kia,Sorento,New,2017,48419,Truck,False,Electric
DGTOE14I,241723,Blue,Hyundai,Sonata,Used,2000,16380,Convertible,False,Hybrid
RMTP8JL9,125441,Red,Toyota,RAV4,Certified Used,2024,40396,Convertible,True,Diesel
4RO40ON7,19595,Red,Ford,F-150,Used,2003,35271,Hatchback,False,Petrol
BTHOJZE5,55510,Green,Ford,Escape,Used,2009,33668,Convertible,True,Electric
MM92SYDL,43191,Black,Volkswagen,Passat,New,2017,56025,Sedan,False,Electric
Y20PAYRI,72980,Silver,Chevrolet,Malibu,New,2024,53972,Hatchback,False,Diesel
0FPR6E0M,202086,Black,Audi,A6,Used,2003,21311,Truck,False,Hybrid
E6XPJYQF,248679,Blue,Volkswagen,Tiguan,New,2004,28985,Truck,False,Petrol
NLJW7F9C,24429,Orange,Chevrolet,Equinox,New,2003,48310,Convertible,True,Diesel
AZ1BZPHK,222830,Red,Hyundai,Tucson,New,2001,29447,Truck,True,Electric
ODK4NYPL,119455,Green,BMW,3 Series,New,2021,50471,Hatchback,False,Diesel
X8PB4NO6,143103,Brown,BMW,X5,Certified Used,2011,35906,Truck,False,Hybrid
NMCKFXOG,171151,Black,Honda,Accord,Certified Used,2021,38444,Coupe,True,Diesel
BF7E11TG,199503,Orange,Ford,Focus,New,2007,33680,Convertible,False,Diesel
T0Y2SGO7,33042,Blue,Ford,Escape,New,2015,53770,SUV,True,Diesel
9J98TJEX,180167,Silver,Toyota,Camry,Certified Used,2021,37178,Coupe,False,Diesel
5OC1VL5C,88532,Green,Toyota,Camry,New,2014,48822,SUV,False,Electric
J8FBPTHA,79424,Brown,Nissan,Rogue,Used,2006,33252,Convertible,False,Electric
IYJF6SP9,190702,Grey,Honda,CR-V,New,2024,44754,Truck,False,Petrol
PYBI5CHW,125761,Brown,Chevrolet,Malibu,New,2001,39725,Truck,True,Diesel
FTAVUMQI,236808,Grey,Chevrolet,Silverado,New,2014,33296,Sedan,False,Hybrid
3XRFLXUY,215447,White,Audi,Q5,New,2007,31361,Coupe,True,Electric
HJNZO26A,71535,Grey,Nissan,Rogue,Certified Used,2023,47588,Hatchback,False,Electric
BLYQ7DAZ,31052,Red,Ford,F-150,Certified Used,2020,49698,Coupe,True,Electric
PTHCQX73,195780,Blue,Hyundai,Elantra,Certified Used,2015,33014,Hatchback,False,Diesel
P6NS1CTX,109285,Green,Toyota,Camry,New,2004,39395,Truck,False,Hybrid
7Y64GNQS,121542,Black,BMW,3 Series,Used,2005,27409,Sedan,True,Diesel
NVFV8SQ0,10308,Orange,Chevrolet,Equinox,Certified Used,2023,49502,Truck,False,Diesel
NKQMT88Q,36430,Yellow,Honda,Accord,Certified Used,2020,49563,Convertible,False,Electric
05XPU0FS,29370,Green,Nissan,Rogue,Used,2021,40911,Sedan,False,Hybrid
DTVGFEU3,136847,Black,Hyundai,Sonata,Used,2009,28006,Convertible,True,Electric
1N7HO2FA,68581,Red,Hyundai,Tucson,Certified Used,2013,40274,Sedan,False,Electric
46T0MQNG,97111,Brown,Volkswagen,Passat,New,2011,46843,Convertible,True,Petrol
9FTL3D9Z,220678,Grey,Ford,Focus,Used,2017,26613,Coupe,False,Petrol
J9W915C4,209609,White,Honda,Civic,Certified Used,2022,34199,Coupe,True,Hybrid
3ADBOOVA,185761,Blue,Volkswagen,Passat,Certified Used,2018,35378,SUV,False,Hybrid
PQGIKM8X,94477,Blue,Ford,F-150,Certified Used,2016,40596,Coupe,True,Diesel
5LEH3LJB,6594,Orange,Chevrolet,Silverado,New,2023,62521,Sedan,True,Petrol
Z9T4FO28,143302,White,Nissan,Sentra,Certified Used,2005,30872,Convertible,True,Petrol
ZH9L45LQ,2787,Black,Honda,CR-V,Used,2020,41317,Hatchback,True,Hybrid
Y5UDVT5K,180348,Yellow,Honda,Civic,New,2004,35556,SUV,False,Diesel
CHVN6W42,238037,Black,Volkswagen,Tiguan,Used,2017,23071,Convertible,True,Hybrid
AWI9755C,104322,Yellow,BMW,X5,Certified Used,2022,43371,Hatchback,True,Electric
0EAQ5VCC,73232,Yellow,BMW,5 Series,Certified Used,2017,45110,Convertible,False,Diesel
LHPX1HXK,15020,Black,BMW,X5,Certified Used,2000,41293,Convertible,True,Hybrid
R098EVZG,167323,Orange,Chevrolet,Silverado,New,2003,33945,Truck,True,Electric
BLJWOLVQ,107739,Orange,Audi,Q5,New,2007,42279,SUV,False,Diesel
RUZ0C3LC,47139,Blue,Volkswagen,Golf,New,2003,48461,Truck,True,Hybrid
4KYS61JZ,238490,Green,Nissan,Altima,New,2022,35804,Sedan,False,Hybrid
E4N78YV7,72671,Orange,BMW,3 Series,Certified Used,2012,40603,Hatchback,False,Petrol
HJSHFDTY,150286,Orange,Toyota,Corolla,Used,2017,31230,Coupe,False,Petrol
6HVSGFU8,126004,Orange,Volkswagen,Golf,Certified Used,2021,40995,Hatchback,False,Petrol
HY328AQ1,240830,Yellow,Nissan,Altima,New,2021,37026,Truck,True,Petrol
V6KENR2D,81099,Black,Honda,CR-V,New,2004,45068,Sedan,True,Electric
I5JLL20O,70733,Brown,Ford,F-150,Used,2007,31602,Sedan,False,Hybrid
Z030USFJ,179141,Green,Nissan,Altima,New,2019,41652,Convertible,True,Electric
LS3Y1DML,104058,Grey,Audi,A6,New,2014,45902,SUV,True,Petrol
PF1IVUY5,192537,Green,BMW,3 Series,Used,2001,21105,Truck,True,Petrol
IOUSQBPC,199235,Green,Hyundai,Elantra,Certified Used,2023,34749,Coupe,True,Electric
YZF29C7J,25980,Grey,BMW,X5,Used,2016,40472,Truck,True,Hybrid
EA449MM5,148771,Yellow,BMW,5 Series,New,2014,43170,Coupe,True,Hybrid
QK7F3F7Z,166879,White,Toyota,Corolla,Certified Used,2015,34752,SUV,True,Petrol
HQ4HKEPC,203953,Black,Kia,Optima,Certified Used,2018,33595,Convertible,False,Hybrid
D4XNV9H1,234633,Blue,Audi,Q5,New,2013,32355,SUV,False,Electric
986COTWK,100077,Red,BMW,X5,Used,2024,37510,Hatchback,True,Diesel
I6KMWGCG,12645,Orange,BMW,3 Series,New,2019,56354,Convertible,True,Hybrid
LJ3E61Z2,89678,Black,Audi,A6,Used,2008,32867,Convertible,False,Petrol
FLT8MZZD,141453,Grey,Audi,A6,Used,2019,31253,Hatchback,False,Hybrid
